ingredient_name,Zn,Na,Se,Potassium (K),Phosphorus (P),Manganese (Mn),Magnesium (Mg),Iron (Fe),Fluoride (F),Copper (Cu),Calcium (Ca),Vitamin K,Vitamin E,Vitamin D,Vitamin C,Vitamin B6,Vitamin B12,Vitamin A,Thiamin (B1),Ribofavin (B2),Pantothenic Acid (B5),Niacin (B3),Cholines,Saturated Fattyacid,Trans Fattyacid,Alcohol (ethyl),Fiber (F),Carb,Fats,Calories,Sugars,Cholestrols,Caffeines,Water (H2O),Ashes,Proteins,Purchase Cost,Purchase Amt,Price / Unit,Persian
Java-Plum,0.000,14.000,0.000,79.000,17.000,0.000,15.000,0.190,0.000,0.000,19.000,0.000,0.000,0.000,14.300,38.000,0.000,3.000,6.000,12.000,0.000,260.000,0.000,0.000,0.000,0.000,0.000,15.560,0.230,60.000,0.000,0.000,0.000,83.130,0.360,0.720,,,,جاوا-آلو
JellyBeans,0.050,50.000,1.100,37.000,4.000,35.000,2.000,0.130,0.000,28.000,3.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,4.000,11.000,9.000,8.000,0.000,0.000,0.000,0.000,0.200,93.550,0.050,375.000,70.000,0.000,0.000,6.300,0.100,0.000,,,,لوبیا ژله ای
Jujube,0.050,3.000,0.000,250.000,23.000,84.000,10.000,0.480,0.000,73.000,21.000,0.000,0.000,0.000,69.000,81.000,0.000,40.000,20.000,40.000,0.000,900.000,0.000,0.000,0.000,0.000,0.000,20.230,0.200,79.000,0.000,0.000,0.000,77.860,0.510,1.200,,,,عناب
Ketchup Sauce,0.000,907.000,0.000,315.000,0.000,0.000,3.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,6.000,10.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,26.000,0.200,112.000,22.000,0.000,0.000,1.000,1.000,1.300,,,,سس سس کچاپ
Kidney Beans (Red),2.790,12.000,3.200,"1,359.000",406.000,1.111,138.000,6.690,2.200,699.000,83.000,5.600,0.210,0.000,4.500,397.000,0.000,0.000,608.000,215.000,780.000,2.110,65.900,154.000,0.000,0.000,15.200,61.290,1.060,337.000,2.100,0.000,0.000,11.750,3.370,22.530,,,,لوبیا قرمز (قرمز)
Kit-Kat (Fingers),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.700,0.000,0.000,2.100,62.700,24.500,502.000,51.000,0.000,0.000,1.000,1.000,6.700,,,,کیت کت (انگشتان)
KiwiFruit,0.140,3.000,0.200,312.000,34.000,98.000,17.000,0.310,0.000,130.000,34.000,40.300,1.460,0.000,92.700,63.000,0.000,87.000,27.000,25.000,183.000,341.000,7.800,29.000,0.000,0.000,3.000,14.660,0.520,61.000,8.990,0.000,0.000,83.070,0.610,1.140,,,,کیوی میوه
Kumquats,0.170,10.000,0.000,186.000,19.000,135.000,20.000,0.860,0.000,95.000,62.000,0.000,0.150,0.000,43.900,36.000,0.000,290.000,37.000,90.000,208.000,429.000,8.400,103.000,0.000,0.000,6.500,15.900,0.860,71.000,9.360,0.000,0.000,80.850,0.520,1.880,,,,کامکوات
Lamb.Bone-in.LegChop (Raw),2.800,59.000,3.000,315.000,177.000,7.000,21.000,1.490,0.000,105.000,10.000,0.000,0.260,0.000,0.000,123.000,1.460,29.000,163.000,153.000,494.000,4.635,1.000,5.902,739.000,0.000,0.000,0.130,14.520,206.000,0.000,67.000,0.000,66.750,0.950,18.640,,,,بره. استخوان بره. پاجوش (خام)
Lamb.Brains (Raw),1.100,117.000,13.500,307.000,327.000,31.000,14.000,1.070,0.000,298.000,4.000,0.000,0.870,0.000,0.000,87.000,9.990,10.000,102.000,203.000,1.938,3.812,1.000,1.035,25.000,0.000,0.000,0.000,8.030,118.000,0.000,"2,100.000",0.000,78.520,2.520,11.330,,,,مغز بره (خام)
Lamb.Breast (Raw),2.930,107.000,4.000,293.000,180.000,7.000,21.000,1.150,0.000,89.000,13.000,0.000,0.310,0.000,0.000,143.000,1.960,31.000,55.000,159.000,532.000,4.949,1.000,2.738,220.000,0.000,0.000,1.020,7.980,149.000,0.000,65.000,0.000,71.690,1.000,18.310,,,,سینه بره (خام)
Lamb.Chump (Raw),2.890,62.000,4.400,346.000,201.000,13.000,24.000,1.520,0.000,140.000,4.000,0.000,0.320,0.000,0.000,150.000,2.060,15.000,154.000,128.000,807.000,5.256,1.000,1.265,77.000,0.000,0.000,0.000,3.830,121.000,0.000,65.000,0.000,74.580,1.240,21.680,,,,گوشت بره (خام)
Lamb.Flap (Raw),2.350,69.000,3.100,240.000,129.000,2.000,15.000,0.840,0.000,54.000,6.000,0.000,0.580,0.100,0.000,91.000,1.600,68.000,58.000,106.000,368.000,3.501,1.000,12.704,1.482,0.000,0.000,0.270,30.140,337.000,0.000,64.000,0.000,54.390,0.740,16.170,,,,Lamb.Flap (خام)
Lamb.Fore-Shank (Raw),4.280,82.000,7.000,309.000,170.000,9.000,20.000,1.370,0.000,86.000,7.000,0.000,0.180,0.000,0.000,101.000,2.210,10.000,101.000,103.000,467.000,4.465,1.000,1.278,86.000,0.000,0.000,0.000,3.770,122.000,0.000,65.000,0.000,74.490,1.020,22.050,,,,Lamb.For-Shank (خام)
Lamb.Ground (Raw),3.410,59.000,18.800,222.000,157.000,19.000,21.000,1.550,0.000,101.000,16.000,3.600,0.200,0.100,0.000,130.000,2.310,0.000,110.000,210.000,650.000,5.960,69.300,10.190,0.000,0.000,0.000,0.000,23.410,282.000,0.000,73.000,0.000,59.470,0.870,16.560,,,,Lamb.Ground (خام)
Lamb.Heart (Raw),1.650,94.000,10.900,277.000,204.000,22.000,20.000,3.290,0.000,412.000,5.000,0.000,0.650,0.000,0.000,144.000,8.400,18.000,520.000,537.000,2.244,5.757,1.000,995.000,78.000,0.000,0.000,0.000,3.680,105.000,0.000,119.000,0.000,77.840,1.130,18.090,,,,بره.قلب (خام)
Lamb.Kidney (Raw),1.810,168.000,93.600,231.000,245.000,84.000,16.000,6.600,0.000,361.000,8.000,0.000,0.420,0.100,0.000,173.000,50.370,204.000,413.000,1.279,3.207,8.426,1.000,768.000,46.000,0.000,0.000,0.030,2.540,84.000,0.000,369.000,0.000,81.020,1.190,15.210,,,,بره. کلیه (خام)
Lamb.Liver (Raw),3.400,59.000,11.100,285.000,381.000,330.000,18.000,4.600,0.000,11.400,4.000,0.000,0.860,0.000,0.000,218.000,59.000,"51,447.000",1.210,4.210,5.570,13.700,1.000,1.514,146.000,0.000,0.000,2.220,4.920,136.000,0.000,386.000,0.000,70.800,1.360,20.700,,,,جگر بره (خام)
Lamb.Loin (Raw),2.090,60.000,2.900,368.000,217.000,10.000,26.000,1.550,0.000,127.000,4.000,0.000,0.340,0.000,0.000,175.000,1.120,6.000,72.000,162.000,543.000,6.338,1.000,1.289,71.000,0.000,0.000,0.000,3.990,122.000,0.000,66.000,0.000,74.370,1.170,21.440,,,,کمر بره (خام)
Lamb.LoinChop (Raw),2.080,63.000,4.400,262.000,149.000,7.000,18.000,1.240,0.000,88.000,14.000,0.000,0.470,0.100,0.000,125.000,1.470,54.000,111.000,120.000,418.000,4.152,1.000,11.161,1.350,0.000,0.000,0.220,26.190,298.000,0.000,69.000,0.000,56.890,0.820,15.400,,,,گوشت بره راسته (خام)
Lamb.Lungs (Raw),1.800,157.000,17.700,238.000,219.000,19.000,14.000,6.400,0.000,254.000,10.000,0.000,0.000,0.000,31.000,110.000,3.930,89.000,48.000,237.000,1.000,4.124,1.000,890.000,0.000,0.000,0.000,0.000,2.600,95.000,0.000,0.000,0.000,79.700,1.100,16.700,,,,بره. ریه (خام)
Lamb.Neckchops (Raw),3.480,81.000,4.800,323.000,175.000,7.000,20.000,1.240,0.000,87.000,23.000,0.000,0.240,0.000,0.000,121.000,2.890,17.000,80.000,145.000,337.000,4.297,1.000,3.120,259.000,0.000,0.000,0.000,7.970,151.000,0.000,71.000,0.000,72.430,1.000,19.840,,,,جوجه بره (خام)
Lamb.StewCubed (Raw),3.480,83.000,8.800,331.000,213.000,29.000,25.000,0.880,0.000,118.000,17.000,0.000,0.270,0.000,0.000,450.000,1.490,0.000,90.000,290.000,1.250,7.400,1.000,750.000,0.000,0.000,0.000,0.000,2.500,109.000,0.000,84.000,0.000,76.390,1.100,20.270,,,,بره. خورش مکعبی (خام)
Lamb.Tenderloin (Raw),2.160,49.000,5.000,381.000,222.000,12.000,26.000,1.630,0.000,136.000,4.000,0.000,0.410,0.000,0.000,247.000,1.880,5.000,75.000,215.000,867.000,7.301,1.000,1.260,191.000,0.000,0.000,0.000,3.810,116.000,0.000,69.000,0.000,74.350,1.350,20.530,,,,فیله بره (خام)
Lamb.Testes (Raw),1.140,119.000,26.200,265.000,179.000,29.000,11.000,1.140,0.000,910.000,5.000,0.000,0.310,0.000,0.000,33.000,9.890,34.000,315.000,241.000,872.000,1.744,1.000,793.000,25.000,0.000,0.000,0.140,2.380,68.000,0.000,393.000,0.000,85.010,1.080,11.400,,,,بیضه بره (خام)
Lamb.Tongue (Raw),2.320,78.000,15.000,257.000,184.000,49.000,21.000,2.650,0.000,212.000,9.000,0.000,0.000,0.000,6.000,180.000,7.200,0.000,150.000,380.000,970.000,4.650,1.000,6.630,0.000,0.000,0.000,0.000,17.170,222.000,0.000,156.000,0.000,66.600,0.920,15.700,,,,زبان بره (خام)
Leeks,0.120,20.000,1.000,180.000,35.000,481.000,28.000,2.100,0.000,120.000,59.000,47.000,0.920,0.000,12.000,233.000,0.000,"1,667.000",60.000,30.000,140.000,400.000,9.500,40.000,0.000,0.000,1.800,14.150,0.300,61.000,3.900,0.000,0.000,83.000,1.050,1.500,,,,تره فرنگی
Lemon (No Peel),0.060,2.000,0.400,138.000,16.000,30.000,8.000,0.600,0.000,37.000,26.000,0.000,0.150,0.000,53.000,80.000,0.000,22.000,40.000,20.000,190.000,100.000,5.100,39.000,0.000,0.000,2.800,9.320,0.300,29.000,2.500,0.000,0.000,88.980,0.300,1.100,,,,لیمو (بدون پوست)
Lemon (Peel),0.250,6.000,0.700,160.000,12.000,0.000,15.000,0.800,0.000,92.000,134.000,0.000,0.250,0.000,129.000,172.000,0.000,50.000,60.000,80.000,319.000,400.000,8.500,39.000,0.000,0.000,10.600,16.000,0.300,47.000,4.170,35.000,0.000,81.600,0.600,1.500,,,,لیمو (پوست)
Lemon Juice,0.050,1.000,0.100,103.000,8.000,12.000,6.000,0.080,0.000,16.000,6.000,0.000,0.150,0.000,38.700,46.000,0.000,6.000,24.000,15.000,131.000,91.000,5.100,40.000,0.000,0.000,0.300,6.900,0.240,22.000,2.520,0.000,0.000,92.310,0.210,0.350,,,,آب لیمو
Lentils,3.270,6.000,0.100,677.000,281.000,1.393,47.000,6.510,0.000,754.000,35.000,5.000,0.490,0.000,4.500,540.000,0.000,39.000,873.000,211.000,2.140,2.605,96.400,154.000,0.000,0.000,10.700,63.350,1.060,352.000,2.030,0.000,0.000,8.260,2.710,24.630,,,,عدس
Lentils (Pink),3.600,7.000,0.000,668.000,294.000,1.716,59.000,7.390,0.000,1.303,48.000,0.000,0.000,0.000,1.700,403.000,0.000,58.000,510.000,106.000,348.000,1.495,90.000,379.000,0.000,0.000,10.800,63.100,2.170,358.000,0.000,114.000,0.000,7.820,3.000,23.910,,,,عدس (صورتی)
Lime Juice,0.080,2.000,0.100,117.000,14.000,18.000,8.000,0.090,0.000,27.000,14.000,0.600,0.220,0.000,30.000,38.000,0.000,50.000,25.000,15.000,123.000,142.000,5.100,8.000,0.000,0.000,0.400,8.420,0.070,25.000,1.690,0.000,0.000,90.790,0.310,0.420,,,,آبلیمو
Limes,0.110,2.000,0.400,102.000,18.000,8.000,6.000,0.600,0.000,65.000,33.000,0.600,0.220,0.000,29.100,43.000,0.000,50.000,30.000,20.000,217.000,200.000,5.100,22.000,0.000,0.000,2.800,10.540,0.200,30.000,1.690,0.000,0.000,88.260,0.300,0.700,,,,لیموها
Macaroni.Enriched (Dry),0.760,43.000,0.000,285.000,116.000,3.846,46.000,4.280,0.000,200.000,34.000,0.000,0.000,0.000,0.000,129.000,0.000,160.000,1.032,525.000,752.000,7.328,1.000,150.000,0.000,0.000,4.300,74.880,1.040,367.000,0.000,0.000,0.000,9.890,1.050,13.140,,,,ماکارونی غنی شده (خشک)
Mango,0.090,1.000,0.600,168.000,14.000,63.000,10.000,0.160,0.000,111.000,11.000,4.200,0.900,0.000,36.400,119.000,0.000,"1,082.000",28.000,38.000,197.000,669.000,7.600,92.000,0.000,0.000,1.600,14.980,0.380,60.000,13.660,0.000,0.000,83.460,0.360,0.820,,,,انبه
Margarine,0.000,657.000,0.000,17.000,5.000,0.000,1.000,0.000,0.000,0.000,3.000,91.700,15.430,0.000,0.100,0.000,0.080,"3,571.000",0.000,0.000,85.000,0.000,12.400,14.224,5.827,0.000,0.000,0.750,80.170,713.000,0.000,407.000,0.000,17.070,1.780,0.220,,,,مارگارین
Marshmalows,0.040,80.000,1.700,5.000,8.000,8.000,2.000,0.230,0.000,97.000,3.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,1.000,1.000,5.000,78.000,0.100,56.000,0.000,0.000,0.100,81.300,0.200,318.000,57.560,0.000,0.000,16.400,0.300,1.800,,,,مارشمالو
Mayo Sauce,0.150,635.000,2.300,20.000,21.000,7.000,1.000,0.210,0.000,19.000,8.000,163.000,3.280,0.200,0.000,8.000,0.120,65.000,10.000,19.000,172.000,0.000,34.200,11.703,187.000,0.000,0.000,0.570,74.850,680.000,0.570,222.000,0.000,21.650,1.980,0.960,,,,سس مایو
Melon (Cantaloupe),0.180,16.000,0.400,267.000,15.000,41.000,12.000,0.210,1.000,41.000,9.000,2.500,0.050,0.000,36.700,72.000,0.000,"3,382.000",41.000,19.000,105.000,734.000,7.600,51.000,0.000,0.000,0.900,8.160,0.190,34.000,7.860,10.000,0.000,90.150,0.650,0.840,,,,خربزه (طالبی)
Melon (Honeydew),0.090,18.000,0.700,228.000,11.000,27.000,10.000,0.170,0.000,24.000,6.000,2.900,0.020,0.000,18.000,88.000,0.000,50.000,38.000,12.000,155.000,418.000,7.600,38.000,0.000,0.000,0.800,9.090,0.140,36.000,8.120,0.000,0.000,89.820,0.410,0.540,,,,خربزه (عسلک)
Milk (1.5%),0.420,148.000,2.000,151.000,89.000,2.000,11.000,0.050,4.000,11.000,116.000,0.100,0.050,0.000,1.000,34.000,0.220,47.000,34.000,154.000,275.000,58.000,17.700,660.000,0.000,0.000,0.000,4.790,1.070,40.000,5.360,4.000,0.000,90.130,0.890,3.310,"38,900",950,41,شیر (1.5%)
Milk (3.5%),0.380,49.000,2.000,151.000,93.000,4.000,13.000,0.050,0.000,10.000,119.000,0.000,0.000,0.000,1.500,42.000,0.360,138.000,38.000,161.000,313.000,84.000,1.000,2.278,0.000,0.000,0.000,4.650,3.660,64.000,0.000,14.000,0.000,87.690,0.720,3.280,,,,شیر (3.5%)
Milk Chocolate,2.300,79.000,4.500,372.000,208.000,471.000,63.000,2.350,5.000,491.000,189.000,5.700,0.510,0.000,0.000,36.000,0.750,195.000,112.000,298.000,472.000,386.000,46.100,18.509,0.000,0.000,3.400,59.400,29.660,535.000,51.500,72.000,20.000,1.500,1.780,7.650,,,,شکلات شیری
Mint,0.000,29.700,0.000,564.300,72.600,0.000,79.200,6.600,0.000,0.000,240.900,0.000,0.000,0.000,33.000,0.000,0.000,"4,191.000",0.000,0.000,0.000,3.300,0.000,0.000,0.000,0.000,6.600,13.200,0.000,70.000,0.000,13.200,0.000,79.200,3.300,3.300,,,,نعناع
Mulberries,0.120,10.000,0.600,194.000,38.000,0.000,18.000,1.850,0.000,60.000,39.000,7.800,0.870,0.000,36.400,50.000,0.000,25.000,29.000,101.000,0.000,620.000,12.300,27.000,0.000,0.000,1.700,9.800,0.390,43.000,8.100,0.000,0.000,87.680,0.690,1.440,,,,توت
Mung Beans,2.680,15.000,8.200,"1,246.000",367.000,1.035,189.000,6.740,0.000,941.000,132.000,9.000,0.510,0.000,4.800,382.000,0.000,114.000,621.000,233.000,1.910,2.251,97.900,348.000,0.000,0.000,16.300,62.620,1.150,347.000,6.600,23.000,0.000,9.050,3.320,23.860,,,,ماش
Mushroom,0.520,5.000,9.300,318.000,86.000,47.000,9.000,0.500,0.000,318.000,3.000,0.000,0.010,0.200,2.100,104.000,0.040,0.000,81.000,402.000,1.497,3.607,17.300,50.000,0.000,0.000,1.000,3.260,0.340,22.000,1.980,2.000,0.000,92.450,0.850,3.090,,,,قارچ
Mustard (Dijon),0.600,"1,000.000",32.900,0.000,106.000,400.000,49.000,1.500,1.500,100.000,58.000,1.800,0.400,0.000,1.500,100.000,0.000,4.000,300.000,0.000,0.000,500.000,22.400,200.000,0.000,0.000,3.300,7.500,6.000,100.000,0.000,0.000,0.000,82.700,3.350,4.000,,,,خردل (دیژون)
Mustard (Yellow),0.640,"1,104.000",33.500,152.000,108.000,422.000,48.000,1.610,1.500,74.000,63.000,1.400,0.360,0.000,0.300,70.000,0.000,109.000,177.000,70.000,254.000,565.000,22.400,214.000,9.000,0.000,4.000,5.830,3.340,60.000,0.920,0.000,0.000,83.720,3.370,3.740,,,,خردل (زرد)
MustardSeed.Ground,6.080,13.000,208.100,738.000,828.000,2.448,370.000,9.210,0.000,645.000,266.000,5.400,5.070,0.000,7.100,397.000,0.000,31.000,805.000,261.000,810.000,4.733,122.700,1.989,0.000,0.000,12.200,28.090,36.240,508.000,6.790,118.000,0.000,5.270,4.330,26.080,,,,دانه خردل.زمین
Navy Beans (white),3.650,5.000,11.000,"1,185.000",407.000,1.418,175.000,5.490,0.000,834.000,147.000,2.500,0.020,0.000,0.000,428.000,0.000,0.000,775.000,164.000,744.000,2.188,87.400,170.000,0.000,0.000,15.300,60.750,1.500,337.000,3.880,0.000,0.000,12.100,3.320,22.330,,,,لوبیا دریایی (سفید)
Nectarine,0.170,0.000,0.000,201.000,26.000,54.000,9.000,0.280,0.000,86.000,6.000,2.200,0.770,0.000,5.400,25.000,0.000,332.000,34.000,27.000,185.000,1.125,6.200,25.000,0.000,0.000,1.700,10.550,0.320,44.000,7.890,0.000,0.000,87.590,0.480,1.060,,,,شلیل
Nutmeg,2.150,16.000,1.600,350.000,213.000,2.900,183.000,3.040,0.000,1.027,184.000,0.000,0.000,0.000,3.000,160.000,0.000,102.000,346.000,57.000,0.000,1.299,8.800,25.940,0.000,0.000,20.800,49.290,36.310,525.000,2.990,62.000,0.000,6.230,2.340,5.840,,,,جوز هندی
Oil.Frying,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71.300,17.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,7.758,1.771,0.000,0.000,0.000,100.000,884.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,روغن.سرخ کردن
Oil.Olive,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.560,0.000,0.000,1.000,60.200,14.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,13.808,0.000,0.000,0.000,0.000,100.000,884.000,0.000,221.000,0.000,0.000,0.000,0.000,,,,روغن.زیتون
Oil.Vegetable,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,81.500,0.000,0.000,0.000,0.000,100.000,862.000,0.000,95.000,0.000,0.000,0.000,0.000,,,,روغن.نباتی
Olives,0.040,"1,556.000",0.900,42.000,4.000,0.000,11.000,0.490,0.000,120.000,52.000,1.400,3.810,0.000,0.000,31.000,0.000,393.000,21.000,7.000,23.000,237.000,14.200,2.029,0.000,0.000,3.300,3.840,15.320,145.000,0.540,0.000,0.000,75.280,4.530,1.030,,,,زیتون
Onion,0.170,4.000,0.500,146.000,29.000,129.000,10.000,0.210,1.100,39.000,23.000,0.400,0.020,0.000,7.400,120.000,0.000,2.000,46.000,27.000,123.000,116.000,6.100,42.000,0.000,0.000,1.700,9.340,0.100,40.000,4.240,15.000,0.000,89.110,0.350,1.100,,,,پیاز
Onion Powder,4.050,73.000,14.300,985.000,322.000,1.300,113.000,3.900,0.000,590.000,384.000,4.100,0.270,0.000,23.400,718.000,0.000,0.000,457.000,80.000,732.000,321.000,39.000,219.000,0.000,0.000,15.200,79.120,1.040,341.000,6.630,87.000,0.000,5.390,4.040,10.410,,,,پودر پیاز
Orange (Valencia),0.060,0.000,0.000,179.000,17.000,23.000,10.000,0.090,0.000,37.000,40.000,0.000,0.000,0.000,48.500,63.000,0.000,230.000,87.000,40.000,250.000,274.000,3.100,35.000,0.000,0.000,2.500,11.890,0.300,49.000,0.000,0.000,0.000,86.340,0.420,1.040,,,,نارنجی (والنسیا)
Orange Juice,0.050,1.000,0.100,200.000,17.000,14.000,11.000,0.200,0.000,44.000,11.000,0.100,0.040,0.000,50.000,40.000,0.000,200.000,90.000,30.000,190.000,400.000,6.200,24.000,0.000,0.000,0.200,10.400,0.200,45.000,8.400,0.000,0.000,88.300,0.400,0.700,,,,آب پرتقال
Orange Peel,0.250,3.000,1.000,212.000,21.000,0.000,22.000,0.800,0.000,92.000,161.000,0.000,0.250,0.000,136.000,176.000,0.000,420.000,120.000,90.000,490.000,900.000,3.000,24.000,0.000,0.000,10.600,25.000,0.200,97.000,0.000,0.000,0.000,72.500,0.800,1.500,,,,پوست پرتقال
Oregano,2.690,25.000,4.500,"1,260.000",148.000,4.990,270.000,36.800,0.000,633.000,"1,597.000",621.700,18.260,0.000,2.300,1.044,0.000,"1,701.000",177.000,528.000,921.000,4.640,32.300,1.551,0.000,0.000,42.500,68.920,4.280,265.000,4.090,203.000,0.000,9.930,7.870,9.000,,,,پونه کوهی
Paprika,4.330,68.000,6.300,"2,280.000",314.000,1.590,178.000,21.140,0.000,713.000,229.000,80.300,29.100,0.000,0.900,2.141,0.000,"49,254.000",330.000,1.230,2.510,10.060,51.500,2.140,0.000,0.000,34.900,53.990,12.890,282.000,10.340,175.000,0.000,11.240,7.740,14.140,,,,پاپریکا
Parsley (fresh),1.070,56.000,0.100,554.000,58.000,160.000,50.000,6.200,0.000,149.000,138.000,"1,640.000",0.750,0.000,133.000,90.000,0.000,"8,424.000",86.000,98.000,400.000,1.313,12.800,132.000,0.000,0.000,3.300,6.330,0.790,36.000,0.850,5.000,0.000,87.710,2.200,2.970,,,,جعفری (تازه)
Parsley.Dried,5.440,452.000,14.100,"2,683.000",436.000,9.810,400.000,22.040,0.000,780.000,"1,140.000","1,359.500",8.960,0.000,125.000,900.000,0.000,"1,939.000",196.000,2.383,1.062,9.943,97.100,1.378,0.000,0.000,26.700,50.640,5.480,292.000,7.270,0.000,0.000,5.890,11.360,26.630,,,,جعفری.خشک شده
Pasta.Enriched (Dry),1.410,6.000,63.200,223.000,189.000,917.000,53.000,3.300,18.000,289.000,21.000,0.100,0.110,0.000,0.000,142.000,0.000,0.000,891.000,400.000,431.000,7.177,15.100,277.000,0.000,0.000,3.200,74.670,1.510,371.000,2.670,0.000,0.000,9.900,0.880,13.040,,,,پاستا غنی شده (خشک)
Pasta.Gluten-free (Cooked),0.630,0.000,2.800,31.000,76.000,153.000,36.000,0.250,0.000,64.000,1.000,0.000,0.000,0.000,0.000,58.000,0.000,57.000,53.000,23.000,128.000,556.000,1.000,102.000,0.000,0.000,4.800,27.910,0.730,126.000,0.000,0.000,0.000,68.310,0.420,2.630,,,,پاستا بدون گلوتن (پخته)
Pasta.Gluten-free (Dry),1.790,3.000,7.900,294.000,253.000,483.000,119.000,0.930,0.000,202.000,4.000,0.000,0.000,0.000,0.000,206.000,0.000,170.000,231.000,87.000,484.000,2.430,1.000,290.000,0.000,0.000,11.000,79.260,2.080,357.000,0.000,0.000,0.000,10.000,1.200,7.460,,,,پاستا بدون گلوتن (خشک)
Pasta.ItalianLasagna (Dry),0.840,"1,850.000",24.900,277.000,124.000,582.000,37.000,2.870,0.000,154.000,52.000,12.900,0.810,0.000,0.900,160.000,0.190,141.000,700.000,427.000,600.000,5.577,9.700,443.000,89.000,0.000,2.800,73.770,1.970,356.000,11.270,1.000,0.000,7.940,5.410,10.900,,,,پاستا.لازانیا ایتالیایی (خشک)
Pasta.Unenriched (Dry),1.410,6.000,63.200,223.000,189.000,917.000,53.000,1.300,0.000,289.000,21.000,0.100,0.110,0.000,0.000,142.000,0.000,0.000,90.000,60.000,431.000,1.700,1.000,277.000,0.000,0.000,3.200,74.670,1.510,371.000,2.670,0.000,0.000,9.900,0.880,13.040,,,,پاستا.غنی نشده (خشک)
Pasta.Whole-Wheat (Cooked),1.340,4.000,36.300,96.000,127.000,1.321,54.000,1.720,0.000,225.000,13.000,0.600,0.230,0.000,0.000,93.000,0.000,4.000,156.000,99.000,268.000,3.126,6.500,243.000,0.000,0.000,3.900,30.070,1.710,149.000,0.750,0.000,0.000,61.800,0.440,5.990,,,,پاستا. گندم کامل (پخته)
Pasta.Whole-Wheat (Dry),2.970,6.000,77.600,434.000,343.000,2.983,128.000,3.620,0.000,497.000,29.000,1.400,0.460,0.000,0.000,283.000,0.000,0.000,407.000,218.000,870.000,8.691,1.000,428.000,2.000,0.000,9.200,73.370,2.930,352.000,2.740,0.000,0.000,8.210,1.620,13.870,,,,پاستا. گندم کامل (خشک)
Peach,0.170,0.000,0.100,190.000,20.000,61.000,9.000,0.250,4.000,68.000,6.000,2.600,0.730,0.000,6.600,25.000,0.000,326.000,24.000,31.000,153.000,806.000,6.100,19.000,0.000,0.000,1.500,9.540,0.250,39.000,8.390,10.000,0.000,88.870,0.430,0.910,,,,هلو
Peanut,3.270,18.000,7.200,705.000,376.000,1.934,168.000,4.580,0.000,1.144,92.000,0.000,8.330,0.000,0.000,348.000,0.000,0.000,640.000,135.000,1.767,12.066,52.500,6.279,0.000,0.000,8.500,16.130,49.240,567.000,4.720,0.000,0.000,6.500,2.330,25.800,,,,بادام زمینی
PeanutButter.NoSalt (Chunky),2.790,17.000,8.200,745.000,319.000,1.800,160.000,1.900,3.100,578.000,45.000,0.500,6.300,0.000,0.000,418.000,0.000,0.000,106.000,111.000,1.118,13.696,61.300,7.607,0.000,0.000,8.000,21.570,49.940,589.000,8.410,113.000,0.000,1.140,3.290,24.060,,,,کره بادام زمینی بدون نمک (تخت)
PeanutButter.NoSalt (Smooth),2.510,17.000,4.100,558.000,335.000,1.665,168.000,1.740,0.000,422.000,49.000,0.300,9.100,0.000,0.000,441.000,0.000,0.000,150.000,192.000,1.137,13.112,63.000,10.325,75.000,0.000,5.000,22.310,51.360,598.000,10.490,0.000,0.000,1.230,2.890,22.210,,,,کره بادام زمینی بدون نمک (صاف)
PeanutButter.Salt (Chunky),2.790,486.000,8.200,745.000,319.000,1.800,160.000,1.900,3.100,578.000,45.000,0.500,6.300,0.000,0.000,418.000,0.000,0.000,106.000,111.000,1.118,13.696,61.300,7.607,0.000,0.000,8.000,21.570,49.940,589.000,8.410,113.000,0.000,1.140,3.290,24.060,,,,کره بادام زمینی نمک (چند)
PeanutButter.Salt (Smooth),2.510,426.000,4.100,558.000,335.000,1.665,168.000,1.740,0.000,422.000,49.000,0.300,9.100,0.000,0.000,441.000,0.000,0.000,150.000,192.000,1.137,13.112,63.000,10.325,0.000,0.000,5.000,22.310,51.360,598.000,10.490,0.000,0.000,1.230,2.890,22.210,,,,کره بادام زمینی نمک (صاف)
Pear,0.100,1.000,0.100,116.000,12.000,480.000,7.000,0.180,2.200,82.000,9.000,4.400,0.120,0.000,4.300,29.000,0.000,25.000,12.000,26.000,49.000,161.000,5.100,22.000,0.000,0.000,3.100,15.230,0.140,57.000,9.750,8.000,0.000,83.960,0.320,0.360,,,,گلابی
